lyrics;title
"Ay amor, que despierta a las piedras
Ay amor, tan necesario como el sol
Cuando llamas estoy
A la hora que tú digas voy...
Tantas veces nos quitas la pena
Como tantas es amargo tu sabor
Ay amor, del jardín yerbabuena
Como espina puede ser el desamor
Cuando llamas estoy
A la hora que tú digas voy...
Ay amor, que despierta a las piedras
Ay amor, que derriba fronteras...
Si fueras posible amarrar
Tenerte siempre cerca
Poderte controlar
Saber cada paso que das
Si sales o si entras, si vienes o si vas
Las narices a enseñar...
¡ay amor, como inmenso es el mar...!
Es amor, quien altera las venas
Como inventa las mareas o la flor
Ay amor, que nos tienes en vela
Y a quien duerme se le para hasta el reloj
Cuando llamas estoy
A la hora que tú digas voy...
Ay amor, como polvo de estrellas
Ay amor, que derriba fronteras...
Si fueras posible amarrar
Tenerte siempre cerca
Poderte controlar
Saber cada paso que das
Si sales o si entras, si vienes o si vas
Las narices a enseñar...
¡ay amor, como inmenso es el mar...!
Ay amor, que derriba fronteras
Ay amor, que despierta a las piedras
Tenerte siempre cerca
Poderte controlar
Saber cada paso que das
Si sales o si entras, si vienes o si vas
Tenerte siempre cerca
Poderte controlar
Saber cada paso que das
Si sales o si entras, si vienes o si vas
";Hay Amor
"No vengas con sermones ni alabanzas
Ni vuelvas a decir lo que ya sé
Trae tus aretes de mudanza
Y el vestido aquel que siempre te quité
Te invito a que me invites esta noche
Al pecado que jamás yo te invité
Te invito a que te abstengas de reproches
Si todos mis defectos ya los sé
Hay amores como el tuyo
Que duelen cuando están o si se van
Hay amores sin orgullo
Que viven de perder la dignidad
Tu vida me sirvió para morirme
La muerte me enseñó que hay que vivir
No arregles lo que no se descompuso
Que nadie aquí está listo pa' cambiar
Amores que se gastan con el uso
Merecen libertad y descansar
No pidas que te diga lo que sabes
Ni quieras saber lo que no sé
De todo lo demás tienes las llaves
Y si hace falta algo lo olvidé
Hay amores como el tuyo
Que duelen cuando están o si se van
Hay amores sin orgullo
Que viven de perder la dignidad
Hay amores, hay amores…
Hay amores sin orgullo
Que viven de perder la dignidad…
Tu vida me sirvió para morirme
La muerte me enseñó que hay que vivir
";Hay amores
"No vengas con sermones ni alabanzas
Ni vuelvas a decir lo que ya sé
Trae tus aretes de mudanza
Y el vestido aquel que siempre te quité
Te invito a que me invites esta noche
Al pecado que jamás yo te invité
Te pido a que te abstengas de reproches
Si todos mis defectos ya los sé
Hay amores como el tuyo
Que duelen cuando están o si se van
Hay amores sin orgullo
Que viven de perder la dignidad
Tu vida me sirvió para morirme
La muerte me enseño que hay que vivir
No arregles lo que no se descompuso
Que nadie aquí está listo pa' cambiar
Amores que se gastan con el uso
Merecen libertad y descansar
No pidas que te diga lo que sabes
Ni quieras tu saber lo que no se
De todo lo demás tienes las llaves
Y si hace falta algo, lo olvidé
Hay amores como el tuyo
Que duelen cuando están o si se van
Hay amores sin orgullo
Que viven de perder la dignidad
Hay amores, hay amores
Hay amores sin orgullo
Que viven de perder la dignidad
Tu vida me sirvió para morirme
La muerte me enseñó que hay que vivir
";Hay amores - en vivo
"Te agradezco tanto, tanto señor
Que me hayas dado guitarra en vez de cañon
Te agradeco tanto, tanto señor
Que me hayas hecho cantor
Que me hiciste de amor
Esto es un teorema hecho poema
La esperanza nos puede salvar
Levanta esa cara no todo es tan malo
Esta todavia muy lejos el final
Porque mientras el cientifico
Arma un nuevo proyectil para la destruccion
Dos jovenes al amor se entregan
Y fruto de aquello habra una nueva creacion
Hermanos, hermanos, hermanos del tiempo
Este planeta es el hogar de todos
En la guerra entre hermanos no hay ganadores
Es una lista millonaria de perdedores
Hermanos, hermanos, hermanos del tiempo
Este planeta es el hogar de todos
Las fronteras son dibujos en mapas
Que aún no puedo entender
Un niño al pupitre, otro al asadon
Un joven por hambre se diploma en ladron
No me hablen de guerras ni de insurrecciones
Mi arma es la guitarra nucelar
Porque mientras se produce en serie un nuevo misil
Un niño en el atril empapa de amor su lectura
Como diciendo a los viejos ""vamos, aprendan de mi""
Hermanos, hermanos, hermanos del tiempo
Este planeta es el hogar de todos
En la guerra entre hermanos no hay ganadores
Es una lista millonaria de perdedores
Este planeta es el hogar de todos
Las fronteras son dibujos en mapas
Que aún no puedo entender
Te agradezco tanto, tanto señor
Que me hayas dado quitarra en vez de cañon
Te agradezco tanto, tanto señor
Que me hayas hecho cantor
Que me hiciste de amor
";Hermanos del tiempo
"Ahorrabamos toda la semana para ir al cine
El regalo de cumpleaños siempre era un chocolate
Eramos mitad valientes mitad inocentes
Eramos hombre y mujer mitad adolecentes
Eramos....
Conforme fue pasando el tiempo arrugabamos sabanas
Una de tantas veces te me hiciste mujer
Eramos todo aquello que se puede so'ar
Eramos todo aquello que es tan dificil lograr
Eramos...
Y como duele pensar
Que todo lo que construimos no es mas que una simple y maldita
Chorus:
Historia, historia
Tan añeja como el vino del abuelo
Tan absurda como un arbol sin suelo
Historia, historia
Como colón y sus tres carabelas
Como cualquier historia de escuela
Lo nuestro es....ayer
Hoy se me pasa la vida encendiendo cigarros
Preguntandome a diario si seras feliz
Hoy tomo clases de piano y de saxsofon
Dicen que es buena medicina para el corazón
Pero no
Y es que duele pensar
Que todo lo que construimos no es mas que una simple y maldita...
Historia, historia
Tan añeja como el vino del abuelo
Tan absurda como un árbol sin suelo
Historia, historia
Como colón y sus tres carabelas
Como cualquier historia de escuela
Lo nuestro es ayer...
Como explicarle al presente
Que es por culpa del pasado
Que algo tan bello no fue mas que una maldita
Historia, historia
Tan añeja como el vino del abuelo
Tan absurda como un arbol sin suelo
Historia, historia
Como colón y sus tres carabelas
Como cualquier historia de escuela
Lo nuestro es ayer...
";Historia
"Yo era el portero del edificio 32
Tú eras la burguesa, la princesa del penthouse
Asi lo quiso Dios
Te saludaba con mi cara de asustado
Mientras le pedia a Dios que se tapara el excusado
Para irte a echar un vistazo
O que te mandara al supermercado
Para ayudarte a cargar lo del mandado
Fui testigo mudo de tus fiestas y aventuras
Te conoci dos doctores, un maestro y hasta un cura
Y un dia viendo en la rendija
Vi como te merendabas al del 6
Mientras su mujer mojaba el negligee
Estas acabando con el edificio
Chica del penthouse
Y con toda la ciudad
Estas acabando con el edificio
Chica del penthouse
¿y conmigo por que no?
Era de todos los dias esperar que den las 9
Ir al patio de atras a esperar en la ventana
Tu baño de las mañanas
Que triste era ver aquella sombra al desnudarse
A 12 pisos de mis mejores ganas de tocarte
Pero que iba yo a hacer
Le daba chance a la imaginacion
Mientras ya me retumbaba el corazon
Estas acabando con el edificio
Chica del penthouse
Y con toda la ciudad
Estas acabando con el edificio
Chica del penthouse
¿y conmigo por que no?
Me he enamorado de usted
Digame ahora que hay que hacer
Fumo como un loco y dejado de comer
Le dije a quemarropa
Me dio una cachetada que me disloco el amor
Eso me pasa por querer darle a la vida el sabor
De una mezcla de clases
Y aunque se que jamas podre besarla
No hay problema porque asi lo quiso Dios
";Historia del Portero
"Eran las diez de la noche piloteaba mi nave
Era mi taxi un VolksWagen del año 68
Era un dia de esos malos donde no hubo pasaje
Las lentejuelas de un traje me hicieron la parada
Era una rubia preciosa llevaba minifalda
El escote en su espalda llegaba justo a la gloria
Una lagrima negra rodaba en su mejilla
Mientras que el retrovisor decia ve que pantorillas
Yo vi un poco mas
Eran las diez con cuarenta sigzagueaba en reforma
Me dijo me llamo Norma mientras cruzaba la pierna
Saco un cigarro algo extraño de esos que te dan risa
Le ofreci fuego de prisa y me temblaba la mano
Le pregunte por quien llora y me dijo por un tipo
Que se cree que por rico puede venir a engañarme
No caiga usted por amores debe de levantarse (le dije)
Cuente con un servidor si lo que quiere es vengarse
Y me sonrio
Que es lo que hace un taxista seduciendo a la vida
Que es lo que hace un taxista construyendo una herida
Que es lo que hace un taxista enfrente de una dama
Que es lo que hace un taxista con sus sueños de cama
Me pregunte
Lo vi abrazando y besando a una humilde muchacha
Es de clase muy sencilla lo se por su facha
Me sonreia en el espejo y se sentaba de lado
Yo estaba idiotizado con el espejo empañado
Me dijo doble en la esquina iremos hasta mi casa
Despues de un par de tequilas veremos que es lo que pasa
Para que describir lo que hicimos en la alfombra
Si basta con resumir que le bese hasta la sombra
Y un poco mas
No se sienta usted tan sola sufro aunque no es lo mismo
Mi mujer y mi horario han abierto un abismo
Como se sufre ambos lados de las clases sociales
Usted sufre en su mansion yo sufro en los arrabales
Me dijo vente conmigo que sepa no estoy sola
Se hizo en el pelo una cola fuimos al bar donde estaban
Entramos precisamente él abrazaba una chica
Mira si es grande el destino y esta ciudad es chica
Era mi mujer
Que es lo que hace un taxista seduciendo a la vida
Que es lo que hace un taxista construyendo una herida
Que es lo que hace un taxista cuando un caballero
Coincide con su mujer en horario y esmero
Me pregunte
Desde aquella noche ellos juegan a engañarnos
Se ven en el mismo bar...
Y la rubia para el taxi siempre a las diez
En el mismo lugar
";Historia De Taxi
"Eran las diez de la noche
Piloteaba mi nave
Era mi taxi un wolkswagen
Del año 68
Era un día de esos malos donde no hubo pasaje
Las lentejuelas de un traje
Me hicieron la parada
Era una rubia preciosa llevaba minifalda
El escote en su espalda
Llegaba justo a la gloria
Una lagrima negra rodaba en su mejilla
Mientras que el retrovisor decía ¡ve que pantorillas!
Yo vi un poco mas
Eran las diez y cuarenta zigzagueaba en reforma
Me dijo me llamo norma
Mientras cruzaba la pierna
Saco un cigarro algo extraño de esos que te dan risa
Le ofrecí fuego de prisa
Me temblaba la mano
Le pregunte ¿por quien llora?
Y me dijo por un tipo, que se cree que por rico
Puede venir a engañarme
No caiga ud. por amores, debe de levantarse le dije
Cuente con un servidor si lo que quiere es vengarse
Y me sonrió
¿Que es lo que hace un taxista seduciendo a la vida?
¿Que es lo que hace un taxista construyendo una herida?
¿Que es lo que hace un taxista enfrente de una dama?
¿Que es lo que hace un taxista con sus sueños de cama?
Me pregunte
Lo vi abrazando y besando a una humilde muchacha
Es de clase muy sencilla
Lo se por su facha
Me sonreía en el espejo y se sentaba de lado
Yo estaba idiotizado
Con el espejo empañado
Me dijo dobla en la esquina, iremos hasta mi casa
Después de un par de tequilas, veremos que es lo que pasa
Para que describir lo que hicimos en la alfombra
Si basta con resumir que le bese hasta la sombra
Y un poco mas
No se sienta usted tan sola, sufro aunque no es lo mismo
Mi mujer y mi horario, han abierto un abismo
¡Como se sufre a ambos lados de las clases sociales!
Ud. sufre en su mansión
Yo sufro en los arrabales
Me dijo vente conmigo, que sepa que no estoy sola
Se hizo en el pelo una cola
Fuimos al bar donde estaban
Entramos precisamente el abrazaba a una chica
Mira si es grande el destino y esta ciudad es chica
¡Era mi mujer!
¿Que es lo que hace un taxista seduciendo a la vida?
¿Que es lo que hace un taxista construyendo una herida?
¿Que es lo que hace un taxista cuando un caballero
Coincide con su mujer en horario y esmero?
Me pregunte
Desde aquella noche ellos juegan a engañarnos
Se ven en el mismo bar
Y la rubia, para el taxi, siempre a las diez
En el mismo lugar
";Historia de taxi - en vivo
"Hoy es un buen día para empezar
Cancelar mis deudas y reorganizar
Comer a mis horas y dejar de fumar
Antes de que el cuerpo empiece a reclamar
Hoy es un buen día para respetar
A ese rayo de sol que me viene a despertar
Y dejar todo atrás lo mejor será empezar
Hoy es un buen día para empezar
Hacer borrón cuenta nueva y dejar todo atrás
Conseguirme una novia y dejar de saltar
De cama en cama sin hallar mi lugar
Hoy es un buen día para saludar
A mi peor enemigo y decirle que tal
Y dejar todo a atrás lo mejor será empezar
Porque el balance de las cuentas de la cosa existencial
Arrojan un terrible saldo, que se llama soledad
Por eso es que es un buen día
Para empezar
Porque hasta hoy he sido
Sólo una ensarta de moléculas
Un sube y baja de la sangre
Un armazón de calcio con articulación
Porque hasta hoy he sido
Solo algo que llena la nada
O quizá solo un juguete predilecto
De algún niño extraterrestre
Que juega conmigo a los humanos
Hoy es un buen día para empezar
Que más da lo que fue frente a lo que vendrá
Tirar los rencores en algún lugar
Que de tanto acumular se, me van a reventar
Hoy es un buen día para olvidar
Todas aquellas cosas que me hicieron llorar
Y dejarlas atrás lo mejor será empezar
Y olvidar los problemas económicos
Que redundaron en gastronómicos
Y mis ansias de poder, que pretendían trascender
Por eso es que es un buen día, para empezar
Porque hasta hoy he sido
Sólo una ensarta de moléculas
Un sube y baja de la sangre
Un armazón de calcio con articulación
Porque hasta hoy he sido
Solo algo que llena la nada
O quizá solo un juguete predilecto
De algún niño extraterrestre
Que juega conmigo a los humanos
";Hoy Es Un Buen DÃ­a Para Empezar
"Letra de Hoy Es Un Buen Dia Para EmpezarHoy es un buen día para empezar
Cancelar mis deudas y reorganizar
Comer a mis horas y dejar de fumar
Antes de que el cuerpo empiece a reclamar
Hoy es un buen día para respetar
A ese rayo de sol que me viene a despertar
Y dejar todo atrás lo mejor será empezar
Hoy es un buen día para empezar
Hacer borrón cuenta nueva y dejar todo atrás
Conseguirme una novia y dejar de saltar
De cama en cama sin hallar mi lugar
Hoy es un buen día para saludar
A mi peor enemigo y decirle que tal
Y dejar todo a atrás lo mejor será empezar
Porque el balance de las cuentas de la cosa existencial
Arrojan un terrible saldo, que se llama soledad
Por eso es que es un buen día
Para empezar
Porque hasta hoy he sido
Sólo una ensarta de moléculas
Un sube y baja de la sangre
Un armazón de calcio con articulación
Porque hasta hoy he sido
Solo algo que llena la nada
O quizá solo un juguete predilecto
De algún niño extraterrestre
Que juega conmigo a los humanos
Hoy es un buen día para empezar
Que más da lo que fue frente a lo que vendrá
Tirar los rencores en algún lugar
Que de tanto acumular se, me van a reventar
Hoy es un buen día para olvidar
Todas aquellas cosas que me hicieron llorar
Y dejarlas atrás lo mejor será empezar
Y olvidar los problemas económicos
Que redundaron en gastronómicos
Y mis ansias de poder, que pretendían trascender
Por eso es que es un buen día, para empezar
Porque hasta hoy he sido
Sólo una ensarta de moléculas
Un sube y baja de la sangre
Un armazón de calcio con articulación
Porque hasta hoy he sido
Solo algo que llena la nada
O quizá solo un juguete predilecto
De algún niño extraterrestre
Que juega conmigo a los humanos
";Hoy Es Un Buen Dia Para Empezar
